name,wins,losses,draws,height_cm,weight_in_kg,reach_in_cm,stance,significant_strikes_landed_per_minute,significant_striking_accuracy,significant_strikes_absorbed_per_minute,significant_strike_defence,average_takedowns_landed_per_15_minutes,takedown_accuracy,takedown_defense,average_submissions_attempted_per_15_minutes,age
Leonardo Morales,6,2,0,172.72,61.23,182.88,Southpaw,2.05,47.0,2.05,58.0,0.0,0.0,62.0,0.0,33.0
Mateo Vogel,8,3,0,172.72,65.77,180.34,Orthodox,4.47,46.0,2.87,65.0,1.0,16.0,0.0,0.0,29.0
Yamato Nishikawa,21,3,6,170.18,70.31,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0
Hiroko Yamanaka,13,3,0,180.34,61.23,182.88,Unknown,2.1,26.0,3.54,63.0,0.0,0.0,100.0,0.0,36.0
Manolo Zecchini,11,4,0,172.72,65.77,172.72,Orthodox,2.34,21.0,6.75,46.0,0.0,0.0,0.0,0.0,29.0
Akihito Tanaka,2,2,0,177.8,77.11,182.88,Southpaw,0.19,50.0,2.05,38.0,5.59,66.0,0.0,0.0,39.0
Jin Bala,23,3,0,175.26,70.31,182.88,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0
Veta Arteaga,3,1,0,170.18,56.7,182.88,Unknown,3.2,36.0,1.92,65.0,0.0,0.0,40.0,0.0,34.0
Alexander Shlemenko,56,9,0,180.34,83.91,182.88,Unknown,4.36,60.0,1.71,63.0,0.0,0.0,0.0,0.0,42.0
Adriano Santos,0,1,0,177.8,77.11,182.88,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0
Brad Riddell,10,4,0,170.18,70.31,180.34,Orthodox,4.71,53.0,3.53,53.0,1.77,36.0,63.0,0.0,34.0
Carlos Huachin,10,5,1,162.56,61.23,170.18,Southpaw,2.1,21.0,4.8,50.0,0.0,0.0,66.0,0.0,29.0
Larry Parker,13,6,1,180.34,92.99,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0
ChangHo Lee,9,1,0,172.72,61.23,175.26,Orthodox,4.3,69.0,1.03,47.0,4.3,35.0,25.0,0.0,31.0
Carlos Felipe,11,2,0,182.88,111.13,190.5,Orthodox,4.88,45.0,5.6,50.0,0.0,0.0,72.0,0.0,30.0
Rodolfo Rubio Perez,10,16,1,165.1,65.77,182.88,Orthodox,1.13,36.0,1.0,62.0,2.0,33.0,33.0,0.0,38.0
Lucasz Sudolski,8,1,0,193.04,92.99,190.5,Orthodox,5.7,67.0,4.89,28.0,0.0,0.0,100.0,0.0,32.0
Melton Bowen,0,1,0,182.88,102.06,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0
Edson Drago,11,7,0,193.04,99.79,182.88,Orthodox,1.16,40.0,2.39,36.0,0.0,0.0,55.0,0.0,48.0
Jarjis Danho,7,1,1,190.5,120.2,187.96,Orthodox,3.38,50.0,5.25,49.0,0.51,16.0,100.0,0.0,42.0
Dave Herman,22,6,0,193.04,109.77,195.58,Orthodox,4.98,60.0,3.78,48.0,1.49,100.0,58.0,0.0,41.0
Bob Schrijber,20,17,1,182.88,108.86,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0
Dominic Waters,9,5,0,185.42,77.11,200.66,Orthodox,0.48,23.0,2.53,39.0,4.07,52.0,28.0,0.0,36.0
Derrick Burnsed,1,0,3,177.8,70.31,182.88,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0
Josh Diekmann,15,8,0,162.56,111.58,182.88,Unknown,0.28,5.0,8.17,25.0,0.0,0.0,0.0,0.0,45.0
Yasuhiro Urushitani,21,8,6,165.1,56.7,182.88,Southpaw,3.47,39.0,4.71,65.0,0.0,0.0,80.0,0.0,49.0
Danny Barlow,7,0,0,187.96,77.11,200.66,Southpaw,12.15,57.0,5.32,61.0,0.0,0.0,0.0,0.0,30.0
Bentley Syler,5,1,0,162.56,56.7,182.88,Orthodox,1.3,18.0,1.73,79.0,0.0,0.0,75.0,0.0,43.0
Mario Miranda,14,7,0,190.5,83.91,187.96,Orthodox,1.96,54.0,2.46,36.0,1.02,60.0,54.0,0.0,46.0
Valesca Machado,8,3,0,162.56,52.16,160.02,Orthodox,2.4,32.0,2.87,64.0,0.0,0.0,76.0,0.0,29.0
Bibulatov Magomed,14,2,0,165.1,56.7,165.1,Orthodox,3.6,51.0,1.83,52.0,2.85,40.0,75.0,0.0,37.0
Jason Saggo,12,4,0,180.34,70.31,180.34,Orthodox,2.5,39.0,2.94,52.0,2.33,40.0,23.0,0.0,40.0
Seth Kleinbeck,8,4,0,187.96,83.91,182.88,Unknown,2.55,33.0,2.42,40.0,0.98,25.0,90.0,0.0,42.0
Aiemann Zahabi,10,2,0,172.72,61.23,172.72,Orthodox,3.04,43.0,3.4,72.0,0.25,16.0,75.0,0.0,38.0
Yusuke Kasuya,9,3,0,170.18,70.31,182.88,Southpaw,2.17,44.0,4.34,48.0,1.36,33.0,0.0,0.0,36.0
Ashe Bowman,9,11,0,175.26,70.31,182.88,Unknown,2.43,42.0,4.86,57.0,0.0,0.0,0.0,0.0,39.0
Yoshiaki Yatsu,0,2,0,185.42,74.84,182.88,Orthodox,0.0,0.0,5.57,48.0,0.0,0.0,0.0,0.0,69.0
Steve Vigneault,12,6,0,177.8,83.91,182.88,Orthodox,2.19,28.0,5.75,44.0,0.0,0.0,100.0,0.0,47.0
Cody Sons,3,7,0,175.26,92.99,182.88,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0
Melchor Manibusan,2,4,0,165.1,69.85,182.88,Southpaw,1.58,54.0,5.79,15.0,0.0,0.0,0.0,0.0,49.0
Hugh Pulley,6,3,0,182.88,70.31,182.88,Unknown,4.47,63.0,3.27,57.0,4.0,66.0,69.0,0.0,39.0
Nicolae Negumereanu,13,2,0,182.88,92.99,198.12,Orthodox,3.58,41.0,5.56,39.0,1.02,28.0,62.0,0.0,31.0
Yusaku Nakamura,14,4,1,165.1,65.77,182.88,Unknown,1.72,45.0,3.67,55.0,0.0,0.0,83.0,0.0,36.0
Drew Brokenshire,16,6,0,177.8,77.11,182.88,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0
Remo Cardarelli,7,5,0,177.8,61.23,182.88,Unknown,2.27,47.0,1.47,59.0,0.0,0.0,100.0,0.0,36.0
Rob McCullough,19,8,0,175.26,70.31,175.26,Orthodox,2.47,36.0,2.84,59.0,0.46,100.0,68.0,0.0,48.0
Juliana Lima,9,5,0,165.1,52.16,165.1,Orthodox,1.94,44.0,2.11,55.0,1.72,31.0,70.0,0.0,43.0
Azat Maksum,17,0,0,170.18,56.7,177.8,Southpaw,3.07,24.0,5.4,61.0,2.0,18.0,0.0,0.0,30.0
Carlos Zevallos,3,4,0,182.88,92.99,182.88,Orthodox,4.36,65.0,2.28,68.0,0.0,0.0,100.0,0.0,44.0
Tony Petarra,2,3,1,180.34,88.9,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0
JJ Aldrich,13,6,0,165.1,56.7,170.18,Southpaw,4.05,46.0,4.53,60.0,0.71,25.0,66.0,0.0,33.0
Cole Escovedo,17,9,0,170.18,61.23,182.88,Orthodox,1.77,43.0,4.32,49.0,0.43,33.0,13.0,0.0,44.0
Riki Fukuda,24,9,0,182.88,83.91,185.42,Southpaw,4.24,43.0,3.71,64.0,2.17,43.0,70.0,0.0,44.0
Willamy Freire,26,6,0,172.72,70.31,182.88,Orthodox,1.53,37.0,0.93,62.0,0.5,100.0,73.0,0.0,38.0
Junye Gao,19,12,0,177.8,56.7,182.88,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0
David Bielkheden,24,12,0,177.8,70.31,180.34,Orthodox,1.11,57.0,1.64,54.0,2.65,63.0,14.0,0.0,46.0
WonBin Ki,17,9,0,180.34,70.31,185.42,Orthodox,5.47,47.0,3.24,55.0,0.0,0.0,0.0,0.0,34.0
Kaitlin Young,7,9,1,175.26,61.23,182.88,Orthodox,2.83,26.0,6.33,51.0,2.5,100.0,0.0,0.0,40.0
Casey Huffman,3,1,0,190.5,83.91,182.88,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0
Bo Cantrell,10,10,0,187.96,106.59,182.88,Orthodox,3.16,16.0,12.63,0.0,0.0,0.0,0.0,0.0,56.0
Rico Farrington,7,3,0,193.04,77.11,200.66,Southpaw,6.33,41.0,7.2,51.0,0.0,0.0,20.0,0.0,36.0
Paul Jones,11,1,1,175.26,90.26,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0
Gabe Lemley,13,9,0,172.72,70.31,182.88,Orthodox,0.82,35.0,6.03,45.0,0.0,0.0,0.0,0.0,39.0
Yuri Vaulin,0,1,0,193.04,89.36,182.88,Southpaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0
Shane Howell,13,10,0,172.72,56.7,182.88,Orthodox,1.27,32.0,2.55,42.0,0.0,0.0,20.0,0.0,42.0
AJ Fonseca,5,4,0,162.56,65.77,182.88,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0
Donavon Frelow,6,3,0,170.18,61.23,182.88,Orthodox,2.4,27.0,3.2,52.0,1.0,100.0,26.0,0.0,40.0
Jason Tan,5,3,0,177.8,77.11,182.88,Orthodox,0.69,29.0,7.37,18.0,0.0,0.0,0.0,0.0,44.0
Joe Son,0,4,0,162.56,107.05,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0
Zach Rosol,3,2,0,177.8,110.22,182.88,Unknown,0.0,0.0,14.21,25.0,0.0,0.0,0.0,0.0,45.0
Chris Liguori,15,10,0,175.26,83.91,182.88,Orthodox,0.29,33.0,1.44,0.0,0.0,0.0,50.0,0.0,42.0
Zelim Imadaev,8,3,0,182.88,77.11,193.04,Orthodox,2.91,36.0,4.35,43.0,0.38,50.0,60.0,0.0,30.0
Garrett Gross,11,7,0,175.26,70.31,182.88,Orthodox,2.39,45.0,1.67,46.0,0.0,0.0,52.0,0.0,37.0
Andreas Stahl,10,4,0,180.34,77.11,182.88,Orthodox,2.83,37.0,4.74,57.0,1.55,66.0,80.0,0.0,37.0
Jeremia Siregar,6,3,0,157.48,56.7,160.02,Orthodox,2.8,42.0,7.37,29.0,0.0,0.0,75.0,0.0,34.0
Joe Slick,16,5,3,182.88,90.26,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0
Chris Barnhizer,2,3,0,177.8,77.11,182.88,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0
Ross Pointon,6,17,0,172.72,77.11,182.88,Orthodox,2.62,23.0,2.77,58.0,1.19,100.0,0.0,0.0,45.0
Jonas Bilharinho,9,1,1,180.34,65.77,190.5,Switch,3.71,60.0,3.36,57.0,0.0,0.0,100.0,0.0,35.0
Andy Enz,10,4,0,190.5,83.91,198.12,Orthodox,3.51,23.0,5.32,57.0,0.0,0.0,58.0,0.0,34.0
Michael Knaap,18,22,3,187.96,99.79,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0
Theo Rlayang,5,1,0,170.18,65.77,165.1,Orthodox,5.93,48.0,8.4,40.0,2.0,40.0,0.0,0.0,31.0
Carl Malenko,6,4,0,180.34,90.72,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0
Chelsea Chandler,5,2,0,172.72,65.77,172.72,Southpaw,3.12,45.0,3.06,42.0,0.78,33.0,33.0,0.0,35.0
Alexander Crispim,8,6,0,177.8,65.77,182.88,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0
Chris Coggins,7,10,0,177.8,77.11,182.88,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0
Michel Quinones,8,3,0,177.8,70.31,185.42,Orthodox,2.91,29.0,5.98,48.0,0.0,0.0,36.0,0.0,41.0
Michal Martinek,7,1,0,187.96,104.33,182.88,Southpaw,2.45,53.0,4.29,51.0,0.0,0.0,0.0,0.0,35.0
Dion Staring,35,14,0,185.42,106.59,182.88,Orthodox,1.09,37.0,5.0,47.0,0.0,0.0,33.0,0.0,47.0
Chris Herrera,3,2,1,177.8,83.91,182.88,Unknown,2.04,37.0,3.35,48.0,1.8,100.0,100.0,0.0,42.0
Kai Kara-France,24,11,0,162.56,56.7,175.26,Orthodox,4.57,39.0,3.24,65.0,0.63,33.0,88.0,0.0,32.0
Deshaun Johnson,6,9,0,177.8,75.75,182.88,Unknown,2.27,41.0,6.67,43.0,0.0,0.0,0.0,0.0,39.0
Khomkrit Niimi,6,10,0,157.48,56.7,182.88,Unknown,0.0,0.0,5.73,44.0,0.0,0.0,0.0,0.0,34.0
Booker DeRousse,6,5,0,187.96,92.99,182.88,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0
Nick Agallar,24,6,0,172.72,70.31,182.88,Orthodox,0.69,11.0,4.56,42.0,0.0,0.0,0.0,0.0,46.0
Tim Lajcik,7,6,1,185.42,102.06,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0
Osamu Tachihikari,0,4,0,195.58,136.08,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0
Kyle Bolt,8,4,0,187.96,83.91,182.88,Unknown,7.27,52.0,7.27,45.0,0.0,0.0,0.0,0.0,42.0
Jess Bouscal,3,2,0,177.8,70.31,182.88,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0
Charalampos Grigoriou,8,3,0,170.18,61.23,170.18,Orthodox,13.0,65.0,4.0,63.0,0.0,0.0,0.0,0.0,33.0
Joey Armstrong,5,2,0,177.8,77.11,182.88,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0
Ozzy Diaz,7,2,0,193.04,83.91,200.66,Orthodox,1.65,32.0,3.91,44.0,0.0,0.0,0.0,0.0,35.0
Jordan Dowdy,4,3,0,177.8,77.11,182.88,Unknown,2.11,44.0,2.63,50.0,0.0,0.0,0.0,0.0,39.0
Rafael Rios,4,2,0,177.8,68.04,182.88,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0
Jeremiah Riggs,7,8,0,182.88,83.91,182.88,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0
Ibragim Magomedov,22,8,1,182.88,113.4,182.88,Orthodox,0.26,4.0,3.86,42.0,0.0,0.0,0.0,0.0,45.0
Ben Wall,8,7,1,177.8,70.31,182.88,Orthodox,1.47,29.0,8.53,29.0,0.0,0.0,100.0,0.0,36.0
Te Edwards,6,3,0,172.72,70.31,182.88,Orthodox,1.5,41.0,4.15,44.0,0.72,100.0,44.0,0.0,35.0
Dos Caras Jr.,9,5,0,193.04,102.06,182.88,Orthodox,0.77,23.0,1.2,59.0,0.0,0.0,72.0,0.0,48.0
Kaiwen,12,5,0,175.26,65.77,182.88,Switch,4.57,54.0,3.65,57.0,0.0,0.0,90.0,0.0,30.0
Donovan Beard,7,2,0,187.96,83.91,198.12,Orthodox,0.0,0.0,5.77,28.0,0.0,0.0,0.0,0.0,36.0
Thaddeus Luster,0,1,0,190.5,95.25,182.88,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0
Jay Cucciniello,8,1,0,170.18,70.31,182.88,Orthodox,0.93,21.0,4.73,36.0,0.0,0.0,71.0,0.0,39.0
Simon Biyong,7,1,0,177.8,92.99,182.88,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0
Alexander Munoz,7,2,0,175.26,70.31,182.88,Switch,3.7,42.0,4.73,55.0,3.0,40.0,100.0,0.0,35.0
Nicdali Rivera-Calanoc,9,10,0,160.02,47.63,182.88,Unknown,1.82,20.0,2.42,78.0,0.0,0.0,0.0,0.0,34.0
Stephanie Frausto,8,7,0,157.48,52.16,154.94,Orthodox,1.43,21.0,3.57,60.0,0.0,0.0,0.0,0.0,35.0
Rocky Long,21,37,1,177.8,65.77,182.88,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0
Chris Avila,5,4,0,177.8,65.77,182.88,Orthodox,2.37,30.0,4.17,48.0,0.0,0.0,46.0,0.0,32.0
Keenan Raymond,3,3,0,177.8,74.84,182.88,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0
Fabricio Guerreiro,21,5,0,177.8,65.77,182.88,Unknown,1.87,31.0,2.2,67.0,2.0,50.0,0.0,0.0,36.0
Viktoriia Dudakova,8,0,0,165.1,52.16,170.18,Orthodox,3.14,52.0,2.45,50.0,2.45,41.0,50.0,0.0,26.0
Hiroyuki Abe,8,15,3,167.64,65.77,182.88,Orthodox,1.71,36.0,3.11,63.0,0.0,0.0,33.0,0.0,36.0
Alexandre Barros,22,11,0,175.26,77.11,182.88,Southpaw,0.98,40.0,4.05,36.0,1.84,50.0,100.0,0.0,49.0
Billy Miles,2,2,0,177.8,77.11,182.88,Orthodox,0.0,0.0,1.25,33.0,0.0,0.0,0.0,0.0,47.0
Frank Megallon,2,3,0,177.8,83.91,182.88,Southpaw,1.14,21.0,5.32,54.0,0.0,0.0,0.0,0.0,42.0
Shimon Smotritsky,8,2,0,187.96,77.11,187.96,Orthodox,3.52,34.0,8.67,56.0,3.52,33.0,50.0,0.0,25.0
Lukasz Sajewski,13,3,0,172.72,70.31,180.34,Orthodox,2.06,35.0,3.88,57.0,1.01,25.0,66.0,0.0,35.0
Pat Audinwood,11,2,1,182.88,70.31,182.88,Orthodox,1.17,12.0,4.31,41.0,0.8,50.0,0.0,0.0,39.0
Bobby Sanchez,10,35,0,170.18,70.31,182.88,Orthodox,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,39.0
Luis Gomez,4,1,0,170.18,65.77,172.72,Orthodox,1.57,33.0,4.03,55.0,4.48,50.0,33.0,0.0,30.0
Sean Wilson,36,29,0,172.72,65.77,182.88,Unknown,1.01,31.0,5.88,62.0,0.0,0.0,0.0,0.0,36.0
Roman Kopylov,12,2,0,182.88,83.91,190.5,Southpaw,4.72,53.0,4.11,60.0,0.47,50.0,92.0,0.0,34.0
Marcin Wrzosek,12,4,0,175.26,70.31,182.88,Unknown,3.47,43.0,4.07,43.0,3.0,25.0,33.0,0.0,39.0
Marlon Sims,3,4,0,177.8,77.11,182.88,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0
Kathryn Paprocki,3,2,0,160.02,52.16,160.02,Orthodox,1.0,23.0,4.27,43.0,0.0,0.0,0.0,0.0,32.0
Michael Page,12,0,0,187.96,77.11,182.88,Unknown,4.53,76.0,0.45,77.0,3.4,100.0,100.0,0.0,39.0
Ramon Taveras,9,2,0,172.72,61.23,177.8,Southpaw,7.2,58.0,6.17,66.0,0.0,0.0,0.0,0.0,31.0
Carlo Pedersoli Jr.,11,3,0,180.34,77.11,190.5,Southpaw,4.17,37.0,4.12,61.0,2.91,44.0,0.0,0.0,32.0
Matt Dixon,9,1,0,177.8,77.11,190.5,Switch,1.97,43.0,4.56,37.0,3.06,30.0,0.0,0.0,30.0
Nursulton Ruziboev,35,8,2,195.58,83.91,193.04,Orthodox,4.68,66.0,2.34,40.0,11.69,100.0,0.0,0.0,32.0
Talita Nogueira,6,0,0,177.8,65.77,182.88,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0
Ketlen Souza,13,4,0,160.02,56.7,160.02,Orthodox,0.0,0.0,1.71,70.0,0.0,0.0,0.0,0.0,31.0
Isao Kobayashi,21,4,4,172.72,65.77,182.88,Unknown,1.01,33.0,1.66,45.0,2.17,100.0,100.0,0.0,36.0
Dakota Bush,8,4,0,177.8,70.31,185.42,Orthodox,2.77,38.0,4.42,41.0,2.4,33.0,0.0,0.0,31.0
Steven Graham,2,1,0,185.42,131.54,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0
Mizuki,15,6,0,160.02,52.16,165.1,Orthodox,4.56,50.0,5.62,48.0,0.33,14.0,85.0,0.0,31.0
Justin McCully,11,5,2,185.42,102.06,185.42,Orthodox,1.58,37.0,2.02,46.0,1.28,44.0,43.0,0.0,49.0
Jose Alday,14,6,1,170.18,61.23,172.72,Orthodox,3.13,44.0,3.13,58.0,0.0,0.0,57.0,0.0,34.0
Gerard Gordeau,2,2,0,195.58,97.98,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0
Josh Shockman,6,3,0,193.04,106.59,182.88,Southpaw,0.87,32.0,0.87,58.0,0.0,0.0,23.0,0.0,45.0
Rhys McKee,10,5,1,187.96,77.11,198.12,Orthodox,6.06,48.0,9.47,44.0,0.0,0.0,33.0,0.0,30.0
Carter Williams,4,5,0,185.42,120.2,182.88,Orthodox,1.55,36.0,2.32,58.0,2.9,33.0,100.0,0.0,48.0
Javy Ayala,10,5,0,185.42,120.2,182.88,Unknown,0.83,25.0,5.0,33.0,0.0,0.0,0.0,0.0,48.0
Augusto Sakai,16,5,1,190.5,120.2,195.58,Orthodox,4.6,49.0,3.83,48.0,0.23,40.0,56.0,0.0,34.0
Jeff Cox,10,7,0,177.8,70.31,182.88,Orthodox,0.56,25.0,1.69,33.0,4.23,50.0,80.0,0.0,57.0
Jason Suttie,0,1,0,182.88,95.25,182.88,Orthodox,2.07,83.0,4.97,36.0,0.0,0.0,0.0,0.0,52.0
Collin Anglin,8,3,0,175.26,65.77,180.34,Orthodox,4.59,48.0,5.54,51.0,2.28,66.0,100.0,0.0,32.0
Denis Sobolev,4,7,0,190.5,97.98,182.88,Orthodox,0.0,0.0,5.45,33.0,0.0,0.0,0.0,0.0,44.0
Jin Oh Kim,0,4,0,175.26,92.99,182.88,Orthodox,5.06,25.0,8.43,50.0,0.0,0.0,66.0,0.0,44.0
Adli Edwards,4,1,0,177.8,65.77,182.88,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0
Joshua Wang-Kim,5,2,0,175.26,61.23,180.34,Switch,2.95,40.0,4.43,60.0,1.17,100.0,66.0,0.0,33.0
Elisha Helsper,0,4,0,167.64,61.23,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0
Ryan Parker,0,1,0,190.5,106.59,182.88,Southpaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0
Billy Goff,9,2,0,177.8,77.11,182.88,Switch,10.22,46.0,4.3,64.0,4.04,40.0,100.0,0.0,27.0
Lu Zhengyong,12,7,0,177.8,56.7,182.88,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0
Jean Silva,19,12,3,167.64,72.57,182.88,Orthodox,0.73,22.0,2.93,52.0,0.0,0.0,0.0,0.0,48.0
Wes Shivers,7,1,0,203.2,77.11,182.88,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0
Brandon Lewis,6,2,0,162.56,61.23,177.8,Orthodox,2.17,29.0,3.63,53.0,1.0,15.0,20.0,0.0,28.0
Josh Paiva,8,2,0,167.64,56.7,182.88,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0
Issac DeJesus,12,7,1,177.8,65.77,182.88,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0
Filip Pejic,12,2,2,172.72,61.23,182.88,Orthodox,0.0,0.0,0.88,33.0,0.0,0.0,0.0,0.0,33.0
Alex Reyes,13,4,0,180.34,70.31,185.42,Orthodox,4.04,39.0,10.91,40.0,0.0,0.0,0.0,0.0,39.0
Mark Eddiva,6,3,0,172.72,65.77,172.72,Orthodox,3.37,45.0,2.98,54.0,1.45,22.0,63.0,0.0,39.0
Murad Chunkaiev,8,4,0,180.34,83.91,182.88,Orthodox,0.85,16.0,3.41,66.0,8.53,100.0,0.0,0.0,42.0
Gilbert Aldana,6,2,0,185.42,113.4,182.88,Orthodox,2.91,54.0,6.26,26.0,2.57,40.0,33.0,0.0,48.0
Kelly Faszholz,4,2,0,172.72,61.23,182.88,Orthodox,4.01,48.0,3.61,52.0,0.0,0.0,44.0,0.0,40.0
Ryan Bastianelli,6,7,0,165.1,61.23,182.88,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0
Jinensibieke Asikeerbai,36,11,0,167.64,70.31,175.26,Orthodox,2.0,50.0,10.0,0.0,0.0,0.0,0.0,0.0,37.0
Nurullo Aliev,9,0,0,177.8,70.31,182.88,Orthodox,2.5,51.0,0.46,59.0,3.06,44.0,0.0,0.0,25.0
Danny Davis,13,11,1,187.96,77.11,182.88,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0
Shin Haraguchi,7,0,0,167.64,70.31,172.72,Switch,2.99,70.0,0.65,39.0,14.01,80.0,0.0,0.0,27.0
John Matua,1,4,0,187.96,181.44,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0
Reza Nasri,0,1,0,180.34,92.99,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0
Aaron Trujillo,0,1,0,165.1,56.7,182.88,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0
Atsushi Yamamoto,19,11,3,167.64,63.05,182.88,Orthodox,1.97,39.0,1.27,70.0,1.12,33.0,100.0,0.0,45.0
Akira Kikuchi,16,4,0,172.72,70.31,182.88,Orthodox,3.67,56.0,0.4,14.0,2.0,40.0,100.0,0.0,47.0
Marcelo Brito,13,8,0,185.42,77.11,182.88,Orthodox,0.6,20.0,3.53,55.0,0.0,0.0,50.0,0.0,48.0
Reese Andy,7,3,0,182.88,92.99,182.88,Orthodox,2.87,50.0,3.5,58.0,0.67,20.0,40.0,0.0,52.0
Fredy Serrano,3,2,0,160.02,56.7,165.1,Orthodox,1.58,26.0,1.89,61.0,2.84,25.0,84.0,0.0,46.0
Daniel Gallemore,7,3,0,195.58,120.2,182.88,Unknown,3.1,41.0,6.0,52.0,0.0,0.0,0.0,0.0,48.0
Gilbert Jimenez,8,12,1,177.8,70.31,182.88,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0
Alexander Poppeck,9,3,0,187.96,92.99,182.88,Orthodox,4.01,57.0,9.81,33.0,0.0,0.0,0.0,0.0,33.0
Dillon Smith,0,0,0,182.88,77.11,182.88,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0
Cesar Almeida,4,0,0,185.42,83.91,187.96,Orthodox,4.73,61.0,1.87,48.0,0.0,0.0,70.0,0.0,37.0
Hugo Cunha,6,0,0,193.04,113.4,182.88,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0
Jason McLean,6,7,0,165.1,65.77,182.88,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0
Laverne Clark,27,21,1,180.34,77.11,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0
Adrienna Jenkins,19,6,0,172.72,65.77,182.88,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0
Val Woodburn,7,1,0,172.72,83.91,187.96,Orthodox,3.16,22.0,11.05,30.0,0.0,0.0,100.0,0.0,32.0
David Lee,12,10,0,177.8,70.31,182.88,Orthodox,1.49,50.0,3.31,42.0,0.0,0.0,50.0,0.0,39.0
